#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL10RA	IL23A	9606.ENSP00000227752	9606.ENSP00000228534	0	0	0.200	0	0.072	0	0.650	0.274	0.786
IL10RA	IL6R	9606.ENSP00000227752	9606.ENSP00000357470	0	0	0	0	0.138	0	0	0.765	0.789
IL10RA	IL4R	9606.ENSP00000227752	9606.ENSP00000379111	0	0	0.211	0	0.134	0	0	0.734	0.802
IL10RA	IL26	9606.ENSP00000227752	9606.ENSP00000229134	0	0	0	0	0	0	0	0.807	0.807
IL10RA	STAT1	9606.ENSP00000227752	9606.ENSP00000354394	0	0	0	0	0.125	0.087	0	0.841	0.861
IL10RA	IL13	9606.ENSP00000227752	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.681	0.883
IL10RA	IL24	9606.ENSP00000227752	9606.ENSP00000375795	0	0	0	0	0.107	0	0.650	0.689	0.894
IL10RA	IL20RB	9606.ENSP00000227752	9606.ENSP00000328133	0	0	0	0	0	0	0	0.910	0.910
IL10RA	IL19	9606.ENSP00000227752	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.765	0.914
IL10RA	IL4	9606.ENSP00000227752	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.802	0.927
IL10RA	IL22	9606.ENSP00000227752	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.832	0.938
IL10RA	IL6	9606.ENSP00000227752	9606.ENSP00000385675	0	0	0	0	0.129	0	0.650	0.868	0.956
IL10RA	IL22RA1	9606.ENSP00000227752	9606.ENSP00000270800	0	0	0.225	0	0	0	0	0.971	0.976
IL10RA	STAT3	9606.ENSP00000227752	9606.ENSP00000264657	0	0	0	0	0.062	0.095	0.500	0.967	0.984
IL10RA	TYK2	9606.ENSP00000227752	9606.ENSP00000431885	0	0	0	0	0.106	0	0.900	0.970	0.997
IL10RA	IL10RB	9606.ENSP00000227752	9606.ENSP00000290200	0	0	0	0	0.129	0.926	0.900	0.999	0.999
IL10RA	JAK1	9606.ENSP00000227752	9606.ENSP00000499900	0	0	0	0	0.106	0.948	0.900	0.987	0.999
IL10RB	IL23A	9606.ENSP00000290200	9606.ENSP00000228534	0	0	0	0	0	0	0.650	0.265	0.731
IL10RB	IL26	9606.ENSP00000290200	9606.ENSP00000229134	0	0	0	0	0	0	0.900	0.993	0.999
IL10RB	IL12B	9606.ENSP00000290200	9606.ENSP00000231228	0	0	0	0	0.065	0	0.650	0.159	0.700
IL10RB	IL4	9606.ENSP00000290200	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.569	0.842
IL10RB	IL12RB2	9606.ENSP00000290200	9606.ENSP00000262345	0	0	0	0	0	0	0	0.577	0.577
IL10RB	STAT3	9606.ENSP00000290200	9606.ENSP00000264657	0	0	0	0	0.093	0.045	0.500	0.864	0.933
IL10RB	IL22RA1	9606.ENSP00000290200	9606.ENSP00000270800	0	0	0	0	0	0.561	0.800	0.999	0.999
IL10RB	IL9	9606.ENSP00000290200	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.546	0.834
IL10RB	IL18	9606.ENSP00000290200	9606.ENSP00000280357	0	0	0	0	0.060	0	0	0.540	0.549
IL10RB	IL4R	9606.ENSP00000290200	9606.ENSP00000379111	0	0	0	0	0.059	0.046	0	0.398	0.412
IL10RB	IL23R	9606.ENSP00000290200	9606.ENSP00000321345	0	0	0	0	0.087	0	0	0.418	0.445
IL10RB	NOD2	9606.ENSP00000290200	9606.ENSP00000300589	0	0	0	0	0.129	0	0	0.397	0.453
IL10RB	IL21R	9606.ENSP00000290200	9606.ENSP00000338010	0	0	0	0	0.042	0	0	0.469	0.469
IL10RB	IL17A	9606.ENSP00000290200	9606.ENSP00000497968	0	0	0	0	0.055	0	0	0.479	0.486
IL10RB	IL12RB1	9606.ENSP00000290200	9606.ENSP00000470788	0	0	0	0	0.113	0	0	0.447	0.488
IL10RB	IL5RA	9606.ENSP00000290200	9606.ENSP00000412209	0	0	0	0	0.069	0	0	0.510	0.525
IL10RB	IL20RB	9606.ENSP00000290200	9606.ENSP00000328133	0	0	0	0.618	0	0	0	0.559	0.559
IL10RB	IL6R	9606.ENSP00000290200	9606.ENSP00000357470	0	0	0	0	0.117	0	0	0.610	0.641
IL10RB	STAT4	9606.ENSP00000290200	9606.ENSP00000351255	0	0	0	0	0.089	0.045	0.500	0.298	0.654
IL10RB	IL13RA1	9606.ENSP00000290200	9606.ENSP00000360730	0	0	0	0	0.145	0	0	0.620	0.661
IL10RB	IL12A	9606.ENSP00000290200	9606.ENSP00000303231	0	0	0	0	0	0	0.650	0.073	0.661
IL10RB	IL20	9606.ENSP00000290200	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0.129	0.682
IL10RB	IL13	9606.ENSP00000290200	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.357	0.765
IL10RB	IL6	9606.ENSP00000290200	9606.ENSP00000385675	0	0	0	0	0.099	0	0.650	0.677	0.889
IL10RB	STAT1	9606.ENSP00000290200	9606.ENSP00000354394	0	0	0	0	0.128	0.045	0.500	0.794	0.902
IL10RB	IL22RA2	9606.ENSP00000290200	9606.ENSP00000296980	0	0	0	0	0.061	0.236	0.500	0.780	0.910
IL10RB	IL24	9606.ENSP00000290200	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.765	0.914
IL10RB	IL19	9606.ENSP00000290200	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.810	0.930
IL10RB	IL20RA	9606.ENSP00000290200	9606.ENSP00000314976	0	0	0	0.646	0	0	0.800	0.987	0.997
IL10RB	JAK1	9606.ENSP00000290200	9606.ENSP00000499900	0	0	0	0	0.102	0.046	0.900	0.986	0.998
IL10RB	IL22	9606.ENSP00000290200	9606.ENSP00000442424	0	0	0	0	0	0.814	0.900	0.997	0.999
IL10RB	TYK2	9606.ENSP00000290200	9606.ENSP00000431885	0	0	0	0	0.109	0.046	0.900	0.994	0.999
IL11RA	IL23A	9606.ENSP00000450565	9606.ENSP00000228534	0	0	0	0	0.074	0	0.650	0.079	0.675
IL11RA	IL12B	9606.ENSP00000450565	9606.ENSP00000231228	0	0	0	0.578	0	0	0.650	0	0.650
IL11RA	IL4	9606.ENSP00000450565	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.182	0.701
IL11RA	IL27RA	9606.ENSP00000450565	9606.ENSP00000263379	0	0	0	0	0.042	0	0	0.593	0.593
IL11RA	STAT3	9606.ENSP00000450565	9606.ENSP00000264657	0	0	0	0	0	0	0	0.432	0.432
IL11RA	IL9	9606.ENSP00000450565	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.154	0.691
IL11RA	IL12A	9606.ENSP00000450565	9606.ENSP00000303231	0	0	0	0	0	0	0.650	0	0.650
IL11RA	IL13	9606.ENSP00000450565	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.571	0.843
IL11RA	IL20	9606.ENSP00000450565	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IL11RA	IL6R	9606.ENSP00000450565	9606.ENSP00000357470	0	0	0	0.649	0.049	0	0	0.883	0.883
IL11RA	IL13RA1	9606.ENSP00000450565	9606.ENSP00000360730	0	0	0	0	0	0	0	0.843	0.843
IL11RA	IL13RA2	9606.ENSP00000450565	9606.ENSP00000361004	0	0	0	0	0	0	0	0.577	0.577
IL11RA	IL6ST	9606.ENSP00000450565	9606.ENSP00000370698	0	0	0	0.566	0.044	0	0.800	0.606	0.918
IL11RA	IL24	9606.ENSP00000450565	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.147	0.688
IL11RA	IL4R	9606.ENSP00000450565	9606.ENSP00000379111	0	0	0	0	0.049	0.048	0	0.468	0.476
IL11RA	IL6	9606.ENSP00000450565	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.755	0.910
IL11RA	TYK2	9606.ENSP00000450565	9606.ENSP00000431885	0	0	0	0	0.075	0.048	0.650	0.591	0.857
IL11RA	IL22	9606.ENSP00000450565	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.204	0.709
IL11RA	IL19	9606.ENSP00000450565	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.186	0.702
IL11RA	JAK1	9606.ENSP00000450565	9606.ENSP00000499900	0	0	0	0	0.044	0.048	0.650	0.264	0.734
IL12A	IL2RB	9606.ENSP00000303231	9606.ENSP00000216223	0	0	0	0	0.047	0	0.650	0.082	0.667
IL12A	IL23A	9606.ENSP00000303231	9606.ENSP00000228534	0	0	0	0	0.061	0	0	0.395	0.408
IL12A	IL12B	9606.ENSP00000303231	9606.ENSP00000231228	0	0	0	0	0.062	0.977	0.900	0.878	0.999
IL12A	IL9R	9606.ENSP00000303231	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0	0.650
IL12A	IL12RB2	9606.ENSP00000303231	9606.ENSP00000262345	0	0	0	0	0.049	0.363	0.900	0.590	0.971
IL12A	IL27RA	9606.ENSP00000303231	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.186	0.702
IL12A	STAT3	9606.ENSP00000303231	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.158	0.561
IL12A	IL22RA1	9606.ENSP00000303231	9606.ENSP00000270800	0	0	0.229	0	0	0	0.650	0	0.718
IL12A	IL18	9606.ENSP00000303231	9606.ENSP00000280357	0	0	0	0	0	0	0.400	0.217	0.510
IL12A	IL22RA2	9606.ENSP00000303231	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0	0.650
IL12A	JAK1	9606.ENSP00000303231	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.129	0.546
IL12A	IL13	9606.ENSP00000303231	9606.ENSP00000304915	0	0	0	0	0.106	0	0.400	0.228	0.550
IL12A	TYK2	9606.ENSP00000303231	9606.ENSP00000431885	0	0	0	0	0	0	0.540	0.110	0.573
IL12A	IL6	9606.ENSP00000303231	9606.ENSP00000385675	0	0	0	0	0.139	0	0.400	0.303	0.609
IL12A	IL20RA	9606.ENSP00000303231	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0	0.650
IL12A	PRLR	9606.ENSP00000303231	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IL12A	IL13RA2	9606.ENSP00000303231	9606.ENSP00000361004	0	0	0	0	0.048	0	0.650	0	0.652
IL12A	IL20RB	9606.ENSP00000303231	9606.ENSP00000328133	0	0	0	0	0.052	0	0.650	0	0.654
IL12A	IL13RA1	9606.ENSP00000303231	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.065	0.658
IL12A	IL21R	9606.ENSP00000303231	9606.ENSP00000338010	0	0	0	0	0.042	0	0.650	0.065	0.659
IL12A	IL2RA	9606.ENSP00000303231	9606.ENSP00000369293	0	0	0	0	0.042	0	0.650	0.102	0.672
IL12A	IL5RA	9606.ENSP00000303231	9606.ENSP00000412209	0	0	0	0	0.103	0	0.650	0.087	0.688
IL12A	IL6ST	9606.ENSP00000303231	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.186	0.702
IL12A	IL6R	9606.ENSP00000303231	9606.ENSP00000357470	0	0	0	0	0	0.096	0.650	0.137	0.703
IL12A	IL23R	9606.ENSP00000303231	9606.ENSP00000321345	0	0	0	0	0.045	0	0.650	0.242	0.724
IL12A	IL4R	9606.ENSP00000303231	9606.ENSP00000379111	0	0	0.241	0	0	0	0.650	0.079	0.733
IL12A	STAT1	9606.ENSP00000303231	9606.ENSP00000354394	0	0	0	0	0	0	0.700	0.202	0.750
IL12A	STAT4	9606.ENSP00000303231	9606.ENSP00000351255	0	0	0	0	0.044	0	0.700	0.267	0.771
IL12A	IL12RB1	9606.ENSP00000303231	9606.ENSP00000470788	0	0	0	0	0.048	0.599	0.900	0.406	0.974
IL12B	IL2RB	9606.ENSP00000231228	9606.ENSP00000216223	0	0	0	0	0.063	0	0.650	0.084	0.673
IL12B	IL23A	9606.ENSP00000231228	9606.ENSP00000228534	0	0	0	0	0.132	0.981	0.900	0.649	0.999
IL12B	IL9	9606.ENSP00000231228	9606.ENSP00000274520	0	0	0	0	0.129	0	0	0.351	0.411
IL12B	IL4	9606.ENSP00000231228	9606.ENSP00000231449	0	0	0	0	0.056	0	0	0.410	0.420
IL12B	IRGM	9606.ENSP00000231228	9606.ENSP00000428220	0	0	0	0	0.060	0	0	0.452	0.462
IL12B	JAK1	9606.ENSP00000231228	9606.ENSP00000499900	0	0	0	0	0.055	0	0.500	0.134	0.555
IL12B	IL13	9606.ENSP00000231228	9606.ENSP00000304915	0	0	0	0	0.058	0	0.400	0.354	0.603
IL12B	STAT3	9606.ENSP00000231228	9606.ENSP00000264657	0	0	0	0	0.099	0	0.500	0.238	0.627
IL12B	IL9R	9606.ENSP00000231228	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0	0.650
IL12B	IL20RA	9606.ENSP00000231228	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0	0.650
IL12B	IL22RA1	9606.ENSP00000231228	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0	0.650
IL12B	IL13RA1	9606.ENSP00000231228	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.054	0.654
IL12B	IL18	9606.ENSP00000231228	9606.ENSP00000280357	0	0	0	0	0.086	0	0.400	0.427	0.658
IL12B	STAT4	9606.ENSP00000231228	9606.ENSP00000351255	0	0	0	0	0.114	0	0.500	0.296	0.660
IL12B	PRLR	9606.ENSP00000231228	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.070	0.660
IL12B	IL13RA2	9606.ENSP00000231228	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0.093	0.669
IL12B	IL20RB	9606.ENSP00000231228	9606.ENSP00000328133	0	0	0	0	0.108	0	0.650	0	0.674
IL12B	IL5RA	9606.ENSP00000231228	9606.ENSP00000412209	0	0	0	0	0.092	0	0.650	0.057	0.674
IL12B	IL4R	9606.ENSP00000231228	9606.ENSP00000379111	0	0	0	0	0.067	0	0.650	0.113	0.685
IL12B	IL6	9606.ENSP00000231228	9606.ENSP00000385675	0	0	0	0	0.101	0	0.400	0.474	0.691
IL12B	IL6ST	9606.ENSP00000231228	9606.ENSP00000370698	0	0	0	0	0.079	0	0.650	0.131	0.695
IL12B	IL21R	9606.ENSP00000231228	9606.ENSP00000338010	0	0	0	0	0.126	0	0.650	0.115	0.705
IL12B	IL27RA	9606.ENSP00000231228	9606.ENSP00000263379	0	0	0	0	0.079	0	0.650	0.190	0.716
IL12B	IL22RA2	9606.ENSP00000231228	9606.ENSP00000296980	0	0	0	0	0.138	0	0.650	0.157	0.723
IL12B	IL6R	9606.ENSP00000231228	9606.ENSP00000357470	0	0	0.152	0.594	0.086	0	0.650	0.210	0.757
IL12B	TYK2	9606.ENSP00000231228	9606.ENSP00000431885	0	0	0	0	0.055	0	0.540	0.513	0.769
IL12B	IL2RA	9606.ENSP00000231228	9606.ENSP00000369293	0	0	0.267	0	0.154	0	0.650	0.300	0.828
IL12B	IL12RB2	9606.ENSP00000231228	9606.ENSP00000262345	0	0	0	0	0.106	0	0.900	0.575	0.958
IL12B	IL23R	9606.ENSP00000231228	9606.ENSP00000321345	0	0	0	0	0.118	0.926	0.650	0.464	0.986
IL12B	IL12RB1	9606.ENSP00000231228	9606.ENSP00000470788	0	0	0	0	0.044	0.929	0.900	0.798	0.998
IL12RB1	IL2RB	9606.ENSP00000470788	9606.ENSP00000216223	0	0	0	0	0.222	0	0	0.447	0.551
IL12RB1	IL23A	9606.ENSP00000470788	9606.ENSP00000228534	0	0	0	0	0	0.852	0.900	0.916	0.998
IL12RB1	IL4	9606.ENSP00000470788	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.722	0.898
IL12RB1	IL12RB2	9606.ENSP00000470788	9606.ENSP00000262345	0	0	0	0	0.082	0.228	0.900	0.999	0.999
IL12RB1	IL27RA	9606.ENSP00000470788	9606.ENSP00000263379	0	0	0	0	0.059	0.045	0.540	0.960	0.981
IL12RB1	STAT3	9606.ENSP00000470788	9606.ENSP00000264657	0	0	0	0	0.085	0.091	0.900	0.751	0.976
IL12RB1	IL9	9606.ENSP00000470788	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.378	0.773
IL12RB1	IL18	9606.ENSP00000470788	9606.ENSP00000280357	0	0	0	0	0	0	0	0.682	0.682
IL12RB1	NOD2	9606.ENSP00000470788	9606.ENSP00000300589	0	0	0	0	0.130	0	0	0.499	0.545
IL12RB1	IL13	9606.ENSP00000470788	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.496	0.816
IL12RB1	IL23R	9606.ENSP00000470788	9606.ENSP00000321345	0	0	0	0	0.102	0.852	0.900	0.998	0.999
IL12RB1	IL21R	9606.ENSP00000470788	9606.ENSP00000338010	0	0	0	0	0.343	0	0	0.685	0.784
IL12RB1	STAT4	9606.ENSP00000470788	9606.ENSP00000351255	0	0	0	0	0.077	0.091	0.900	0.900	0.990
IL12RB1	STAT1	9606.ENSP00000470788	9606.ENSP00000354394	0	0	0	0	0.137	0.091	0	0.779	0.812
IL12RB1	IL20	9606.ENSP00000470788	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IL12RB1	IL6R	9606.ENSP00000470788	9606.ENSP00000357470	0	0	0	0	0.116	0	0	0.615	0.645
IL12RB1	IL2RA	9606.ENSP00000470788	9606.ENSP00000369293	0	0	0.217	0	0.096	0.125	0	0.686	0.779
IL12RB1	IL6ST	9606.ENSP00000470788	9606.ENSP00000370698	0	0	0	0	0	0.045	0	0.615	0.616
IL12RB1	IL24	9606.ENSP00000470788	9606.ENSP00000375795	0	0	0	0	0.042	0	0.650	0.204	0.709
IL12RB1	IL4R	9606.ENSP00000470788	9606.ENSP00000379111	0	0	0	0	0.050	0.081	0	0.676	0.692
IL12RB1	IL6	9606.ENSP00000470788	9606.ENSP00000385675	0	0	0	0	0.101	0.203	0.650	0.720	0.920
IL12RB1	IL5RA	9606.ENSP00000470788	9606.ENSP00000412209	0	0	0	0	0.048	0	0	0.491	0.494
IL12RB1	TYK2	9606.ENSP00000470788	9606.ENSP00000431885	0	0	0	0	0.106	0.095	0.900	0.997	0.999
IL12RB1	IL22	9606.ENSP00000470788	9606.ENSP00000442424	0	0	0	0	0.047	0	0.650	0.702	0.891
IL12RB1	IL19	9606.ENSP00000470788	9606.ENSP00000499459	0	0	0	0	0.044	0	0.650	0.259	0.730
IL12RB1	IL17A	9606.ENSP00000470788	9606.ENSP00000497968	0	0	0	0	0.056	0	0	0.796	0.799
IL12RB1	JAK1	9606.ENSP00000470788	9606.ENSP00000499900	0	0	0	0	0.084	0.091	0.900	0.602	0.962
IL12RB2	IL2RB	9606.ENSP00000262345	9606.ENSP00000216223	0	0	0	0	0.105	0	0	0.431	0.469
IL12RB2	IL23A	9606.ENSP00000262345	9606.ENSP00000228534	0	0	0	0	0.067	0	0.650	0.802	0.929
IL12RB2	IL4	9606.ENSP00000262345	9606.ENSP00000231449	0	0	0	0	0.048	0	0.650	0.729	0.901
IL12RB2	IL21R	9606.ENSP00000262345	9606.ENSP00000338010	0	0	0	0	0.087	0	0	0.460	0.486
IL12RB2	IL6R	9606.ENSP00000262345	9606.ENSP00000357470	0	0	0	0.562	0.056	0.091	0	0.481	0.516
IL12RB2	IL4R	9606.ENSP00000262345	9606.ENSP00000379111	0	0	0	0	0	0	0	0.522	0.522
IL12RB2	IL18	9606.ENSP00000262345	9606.ENSP00000280357	0	0	0	0	0.074	0	0	0.530	0.546
IL12RB2	IL13RA1	9606.ENSP00000262345	9606.ENSP00000360730	0	0	0	0	0.067	0	0	0.570	0.581
IL12RB2	IL23R	9606.ENSP00000262345	9606.ENSP00000321345	0	0	0	0.563	0.081	0	0	0.608	0.625
IL12RB2	IL20	9606.ENSP00000262345	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0.054	0.654
IL12RB2	IL2RA	9606.ENSP00000262345	9606.ENSP00000369293	0	0	0	0	0.106	0	0	0.684	0.706
IL12RB2	IL19	9606.ENSP00000262345	9606.ENSP00000499459	0	0	0	0	0.042	0	0.650	0.219	0.715
IL12RB2	IL24	9606.ENSP00000262345	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.244	0.724
IL12RB2	IL17A	9606.ENSP00000262345	9606.ENSP00000497968	0	0	0	0	0.055	0	0	0.758	0.761
IL12RB2	IL6ST	9606.ENSP00000262345	9606.ENSP00000370698	0	0	0	0.596	0	0	0.500	0.553	0.766
IL12RB2	IL9	9606.ENSP00000262345	9606.ENSP00000274520	0	0	0	0	0.062	0	0.650	0.380	0.778
IL12RB2	IL13	9606.ENSP00000262345	9606.ENSP00000304915	0	0	0	0	0.101	0	0.650	0.479	0.821
IL12RB2	IL22	9606.ENSP00000262345	9606.ENSP00000442424	0	0	0	0	0.067	0	0.650	0.507	0.824
IL12RB2	STAT3	9606.ENSP00000262345	9606.ENSP00000264657	0	0	0	0	0.074	0	0.500	0.703	0.850
IL12RB2	JAK1	9606.ENSP00000262345	9606.ENSP00000499900	0	0	0	0	0.049	0	0.800	0.403	0.876
IL12RB2	STAT1	9606.ENSP00000262345	9606.ENSP00000354394	0	0	0	0	0.079	0	0.500	0.759	0.879
IL12RB2	IL6	9606.ENSP00000262345	9606.ENSP00000385675	0	0	0.242	0	0	0	0.650	0.805	0.943
IL12RB2	TYK2	9606.ENSP00000262345	9606.ENSP00000431885	0	0	0	0	0	0	0.900	0.946	0.994
IL12RB2	IL27RA	9606.ENSP00000262345	9606.ENSP00000263379	0	0	0	0.599	0.049	0	0.800	0.978	0.995
IL12RB2	STAT4	9606.ENSP00000262345	9606.ENSP00000351255	0	0	0	0	0.117	0.541	0.900	0.923	0.996
IL13	IL2RB	9606.ENSP00000304915	9606.ENSP00000216223	0	0	0	0	0.049	0	0.650	0.416	0.788
IL13	IL23A	9606.ENSP00000304915	9606.ENSP00000228534	0	0	0	0	0.061	0	0	0.479	0.489
IL13	IL26	9606.ENSP00000304915	9606.ENSP00000229134	0	0	0	0	0.128	0	0	0.507	0.551
IL13	IL4	9606.ENSP00000304915	9606.ENSP00000231449	0	0	0	0	0.301	0	0	0.991	0.993
IL13	IL9R	9606.ENSP00000304915	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.391	0.777
IL13	LGALS3	9606.ENSP00000304915	9606.ENSP00000254301	0	0	0	0	0	0	0	0.443	0.443
IL13	IL37	9606.ENSP00000304915	9606.ENSP00000263326	0	0	0	0	0	0	0	0.447	0.447
IL13	IL27RA	9606.ENSP00000304915	9606.ENSP00000263379	0	0	0	0	0.067	0	0.650	0.322	0.759
IL13	STAT3	9606.ENSP00000304915	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.699	0.843
IL13	IL22RA1	9606.ENSP00000304915	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.373	0.771
IL13	IL9	9606.ENSP00000304915	9606.ENSP00000274520	0	0	0	0	0.262	0	0	0.932	0.947
IL13	IL18	9606.ENSP00000304915	9606.ENSP00000280357	0	0	0	0	0	0	0.400	0.867	0.916
IL13	IL22RA2	9606.ENSP00000304915	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.211	0.712
IL13	NOD2	9606.ENSP00000304915	9606.ENSP00000300589	0	0	0	0	0	0	0	0.471	0.471
IL13	IRF5	9606.ENSP00000304915	9606.ENSP00000418037	0	0	0	0	0.051	0	0	0.435	0.440
IL13	IL24	9606.ENSP00000304915	9606.ENSP00000375795	0	0	0	0	0.042	0	0	0.448	0.448
IL13	NLRP3	9606.ENSP00000304915	9606.ENSP00000337383	0	0	0	0	0.055	0	0	0.474	0.481
IL13	PRLR	9606.ENSP00000304915	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.075	0.662
IL13	IL19	9606.ENSP00000304915	9606.ENSP00000499459	0	0	0	0	0.113	0	0	0.649	0.675
IL13	STAT4	9606.ENSP00000304915	9606.ENSP00000351255	0	0	0	0	0.042	0	0	0.690	0.690
IL13	IL20RB	9606.ENSP00000304915	9606.ENSP00000328133	0	0	0	0	0.060	0	0.650	0.178	0.705
IL13	IL20RA	9606.ENSP00000304915	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.249	0.725
IL13	IL21R	9606.ENSP00000304915	9606.ENSP00000338010	0	0	0	0	0.055	0	0.650	0.410	0.787
IL13	IL6ST	9606.ENSP00000304915	9606.ENSP00000370698	0	0	0	0	0.067	0	0.650	0.501	0.822
IL13	IL23R	9606.ENSP00000304915	9606.ENSP00000321345	0	0	0	0	0.054	0	0.650	0.530	0.830
IL13	TYK2	9606.ENSP00000304915	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.677	0.831
IL13	IL22	9606.ENSP00000304915	9606.ENSP00000442424	0	0	0	0	0.178	0	0	0.822	0.847
IL13	IL5RA	9606.ENSP00000304915	9606.ENSP00000412209	0	0	0	0	0.058	0	0.650	0.609	0.859
IL13	JAK1	9606.ENSP00000304915	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.750	0.869
IL13	STAT1	9606.ENSP00000304915	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.760	0.875
IL13	IL2RA	9606.ENSP00000304915	9606.ENSP00000369293	0	0	0	0	0.134	0	0.650	0.714	0.905
IL13	IL6R	9606.ENSP00000304915	9606.ENSP00000357470	0	0	0	0	0	0	0.650	0.782	0.920
IL13	IL17A	9606.ENSP00000304915	9606.ENSP00000497968	0	0	0	0	0.104	0	0	0.936	0.940
IL13	IL6	9606.ENSP00000304915	9606.ENSP00000385675	0	0	0	0	0.061	0	0.400	0.929	0.957
IL13	IL13RA1	9606.ENSP00000304915	9606.ENSP00000360730	0	0	0	0	0	0.982	0.900	0.999	0.999
IL13	IL4R	9606.ENSP00000304915	9606.ENSP00000379111	0	0	0	0	0	0.967	0.900	0.999	0.999
IL13	IL13RA2	9606.ENSP00000304915	9606.ENSP00000361004	0	0	0	0	0	0.983	0.900	0.998	0.999
IL13RA1	IL2RB	9606.ENSP00000360730	9606.ENSP00000216223	0	0	0	0	0	0	0	0.683	0.683
IL13RA1	IL23A	9606.ENSP00000360730	9606.ENSP00000228534	0	0	0.237	0	0	0	0.650	0.125	0.745
IL13RA1	IL4	9606.ENSP00000360730	9606.ENSP00000231449	0	0	0	0	0	0.946	0.900	0.997	0.999
IL13RA1	IL27RA	9606.ENSP00000360730	9606.ENSP00000263379	0	0	0.263	0	0.067	0	0	0.338	0.505
IL13RA1	STAT3	9606.ENSP00000360730	9606.ENSP00000264657	0	0	0	0	0.095	0	0.500	0.608	0.807
IL13RA1	IL22RA1	9606.ENSP00000360730	9606.ENSP00000270800	0	0	0.416	0	0	0	0	0.528	0.713
IL13RA1	IL9	9606.ENSP00000360730	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.400	0.781
IL13RA1	IL20RA	9606.ENSP00000360730	9606.ENSP00000314976	0	0	0.339	0	0	0	0	0.394	0.582
IL13RA1	IL21R	9606.ENSP00000360730	9606.ENSP00000338010	0	0	0	0	0	0	0	0.562	0.562
IL13RA1	STAT1	9606.ENSP00000360730	9606.ENSP00000354394	0	0	0	0	0.103	0	0.500	0.370	0.692
IL13RA1	IL20	9606.ENSP00000360730	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IL13RA1	IL6R	9606.ENSP00000360730	9606.ENSP00000357470	0	0	0	0	0.113	0	0	0.805	0.819
IL13RA1	IL5RA	9606.ENSP00000360730	9606.ENSP00000412209	0	0	0.133	0.614	0.086	0	0	0.485	0.556
IL13RA1	IL2RA	9606.ENSP00000360730	9606.ENSP00000369293	0	0	0	0	0	0	0	0.676	0.676
IL13RA1	IL24	9606.ENSP00000360730	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.203	0.709
